GRUPO,LAB,DESCLAB,MEDICAMENTO,DESCRIÇÃO,CODBARRAS,ESTOQUE,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01
SEM TARJA,99,EUROFARMA                     ,238542,SNIF - 3% SOL NASAL SPRAY 45 ML,7891317497781,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,99,EUROFARMA                     ,229124,SNIF - 9MG SOL NAS FR GT 30ML,7891317451813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0
PSICOTROPICO,492,SANOFI-AVENTIS                ,49948,SOCIAN - 50MG CX 20 COMP,7897595901842,1,0,1,0,1,1,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
TARJADO,235,VALEANT                       ,213002,SOLAQUIM - 40MG CREME BG 30G,7898168006421,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,2,3,1,4,1,1,1,2,4,2,3,2,1,1,1,1,1,2,2,4,4,2,4,1,1,0,1,2,2,2,0,0,0,0,0,0,0,0,2,3,3,1
SEM TARJA,175,STIEFEL                       ,209909,SOLUGEL - 4% GEL TB 45G,7896251800758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,2,3,4,1,3,2,0,0,1,0,0,3,1,0,1,1,2,2,2,1,1,0,0
SEM TARJA,175,STIEFEL                       ,210853,SOLUGEL PLUS - 8% GEL TB 45G,7896251801786,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TARJADO,136,SIGMA PHARMA                  ,206584,SOMALGIN CARDIO - 100MG CX 32 COMP,7894916209908,14,34,19,32,17,6,35,27,24,39,22,33,26,43,29,33,17,36,31,40,36,44,33,35,24,55,38,42,44,53,41,40,46,40,42,43,50,44,53,50,51,45,48,58,59,45,74,52,37,54,54,37,31,49,46,50,48,64,63,63,50
TARJADO,136,SIGMA PHARMA                  ,222623,SOMALGIN CARDIO - 200MG CX 32 COMP,7894916503419,3,4,2,4,4,1,3,3,4,3,3,2,6,7,3,4,2,5,4,6,5,4,4,5,2,8,5,7,7,5,5,8,4,9,7,5,8,5,9,8,12,5,5,11,5,6,5,5,5,9,12,7,11,5,12,8,13,8,10,8,15
TARJADO,136,SIGMA PHARMA                  ,206888,SOMALGIN CARDIO - 325MG CX 32 COMP,7894916207546,2,1,2,2,0,1,3,1,2,0,4,1,4,6,5,3,0,0,3,1,6,3,2,4,2,2,6,4,3,4,3,4,3,2,3,7,2,3,7,5,0,8,2,12,1,8,4,4,4,9,5,5,6,5,8,5,7,3,3,7,4
TARJADO,136,SIGMA PHARMA                  ,223556,SOMALGIN CARDIO - 81MG CX 32 COMP,7894916503402,2,2,6,4,2,0,6,8,6,4,6,7,10,9,7,9,2,14,6,7,4,3,4,5,6,6,1,7,14,10,14,14,11,18,14,9,7,3,2,2,3,5,1,4,4,3,5,5,3,2,3,3,4,3,2,4,6,0,0,3,1
PSICOTROPICO,4,ACHE                          ,220797,"SOMALIUM - 2,5MG SOL FR GTS 20ML",7896658004841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,2,0,1,0,1,1,0,2,2,3,0,0,1,0,0,2,0,3,1,2,0,2,1,0,0
PSICOTROPICO,4,ACHE                          ,228617,SOMALIUM - 3MG CX 30 COMP,7896658008450,6,0,6,9,0,2,3,0,12,4,1,2,5,8,6,6,0,8,7,7,6,11,11,0,1,5,1,9,14,7,5,6,16,2,8,7,10,3,12,7,7,10,7,5,16,9,9,10,11,16,12,14,11,12,7,10,18,10,13,9,8
PSICOTROPICO,4,ACHE                          ,228618,SOMALIUM - 6MG CX 30 COMP,7896658008467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,1,2,1,0,0,0,3,2,0,0,0,0,2,3,3,0,2,2,7,0,2,0,0,0,4,2,5,1,3,2,0,7,9,6,9,4,10,4,6,4,6,11,3
PSICOTROPICO,136,SIGMA PHARMA                  ,244421,SONEBON - CX 2BL X 10 COMP,7894916207737,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,10,0,3,5,7,0,0,0,3,2,2,13,1,2,5,1,1,2,4,2,13,3,5,2,0,5,5,0,0,4,11,5,7,7,11,5,16,6,7,5,3,5,5,7
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,219085,SONRIDOR - 02 COMP DUPL EFV,7896015500016,1,0,0,2,6,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,6,3,0,0,11,3,8,4,9,6,0,9,0,3,1,3,0,0,0,1,10,9,6,4,3,15,3,8,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,235365,SONRIDOR CAF (FRAÇÃO) C/4 - COMP 15 X 4 COMPRIMIDOS EFERVECENTES,7896015517069,2,12,0,5,6,2,3,5,8,8,6,4,6,7,12,9,9,9,10,19,20,0,0,11,7,0,0,0,0,0,0,10,11,9,10,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,222803,SONRIDOR CAF C/2 COMP (FRAÇÃO) - CAF  CX 2 COMP,7896015517106,10,2,6,14,2,0,5,3,2,1,2,5,0,4,2,2,0,3,2,2,5,19,24,2,0,35,24,24,23,22,29,16,6,14,12,3,2,36,25,54,11,31,35,36,24,16,14,23,23,0,0,0,0,0,0,0,20,24,28,33,33
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,92282,SONRISAL (FRAÇÃO) - ENVELOPE 02 COMP EFE,7896015520533,99,81,62,44,63,2,31,73,46,44,50,44,103,93,77,97,27,65,79,81,74,127,56,30,95,132,67,91,134,63,43,94,73,89,85,74,112,68,58,66,78,91,117,84,80,74,89,81,105,0,0,0,0,0,0,0,49,98,94,70,142
TARJADO,4,ACHE                          ,125911,SORINE - ADULTO SOL NAS FR 30ML,7896658000652,19,7,4,9,6,0,9,14,14,4,11,3,4,12,12,7,3,4,13,12,9,10,3,3,6,10,10,8,15,13,9,9,17,11,12,8,10,9,10,22,12,16,17,9,18,15,12,8,6,11,9,9,21,14,6,1,24,16,12,9,15
SEM TARJA,4,ACHE                          ,223049,SORINE - H 3% SOL NAS FR 60ML,7896658008719,1,0,0,1,0,0,0,0,0,1,0,0,0,2,6,5,0,2,3,1,2,2,0,1,3,0,0,1,3,2,3,0,3,3,2,3,3,0,3,2,0,5,3,4,3,0,2,0,0,1,4,4,4,3,5,8,3,3,1,2,2
SEM TARJA,4,ACHE                          ,232999,SORINE - INFANTIL SOL NAS FR  30ML,7896658012303,24,9,8,5,9,1,7,3,2,3,4,2,4,9,12,11,0,8,11,25,16,12,9,6,8,6,13,10,11,24,15,22,14,19,18,10,13,8,8,12,9,17,20,17,17,16,8,6,3,4,8,20,5,10,14,17,16,10,4,7,4
SEM TARJA,4,ACHE                          ,234611,SORINE - SSC 9MG SOL NAS FR 50ML,7896658020315,25,5,9,12,14,5,6,12,13,7,10,3,4,12,13,8,1,8,7,11,23,17,3,10,6,3,5,9,8,16,12,12,20,19,17,11,6,19,10,14,13,21,16,9,8,13,8,12,3,0,0,0,0,0,0,0,24,16,15,13,20
TARJADO,17,B-MS                          ,206182,SOTACOR - 160MG CX 20 COMP,7896016802294,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,2,2,5,5,1,6,0,3,3,2,1,4,1,6,3,3,1,14,3,0,3,9,5,5,6,6,5,5,4,11,9,6,12,8,11,10,9,6,5,9,10
GENERICOS,30,BIOSINTETICA,220566,SOTALOL - 120MG CX 30 COMP,7896181909293,5,2,2,2,1,0,1,1,1,2,3,1,2,1,3,1,1,3,1,3,2,1,2,2,0,1,0,1,0,2,1,1,0,2,1,3,1,0,0,0,1,1,2,8,0,1,1,2,1,3,7,1,0,0,0,0,0,0,0,0,0
GENERICOS,30,BIOSINTETICA,220567,SOTALOL - 160MG CX 20 COMP,7896181909583,1,2,5,5,2,2,3,5,4,6,2,6,5,6,3,5,3,12,6,5,7,4,3,2,4,6,7,7,5,10,6,11,5,6,7,12,10,7,2,4,8,6,9,5,10,8,7,6,10,8,6,8,2,3,5,7,7,7,7,6,4
GENERICOS,161,SANDOZ                        ,214161,SOTALOL - 160MG CX 20 COMP,7897595602053,1,0,0,0,0,2,0,1,0,0,6,0,0,1,3,1,0,3,1,2,2,5,1,0,0,2,3,0,1,2,5,1,5,1,2,1,3,3,4,4,10,4,2,4,0,0,1,3,0,8,6,7,12,19,6,7,8,3,6,2,9
GENERICOS,126,MERCK                         ,215362,SOTALOL - 160MG FR 30 COMP,7891721023521,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,4,ACHE                          ,218886,SOYFEMME - 150MG CX 30 CAP,7896658006005,2,1,2,3,1,0,4,2,4,2,1,2,4,3,4,2,3,2,8,2,4,2,3,2,2,5,5,1,6,2,2,8,4,2,4,3,5,4,4,6,6,4,5,3,5,6,6,5,4,4,7,3,10,4,4,2,5,5,4,4,4
TARJADO,105,JANSSEN-CILAG                 ,225065,SOYFIT - 125MG CX 28 COMP,7896212421411,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,1,1,1,0,0,2,3,4,5,2,3,4,2,3,3,1,4,7,8,6,7,4,4,3,6,6,4,3,3,11,8,10,5,8,9,7,5,6,5,9,5
TARJADO,190,ZAMBON                        ,206906,SPIDUFEN 400 MG - 20 ENV X 3G SB DAMASCO,7898074617728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,3,0,0,1,0
TARJADO,190,ZAMBON                        ,211220,SPIDUFEN 600 MG - 10 ENV X 3G SB DAMASCO,7898074617803,2,2,3,3,5,1,5,2,3,3,1,1,2,4,5,1,0,2,6,0,0,5,1,4,2,2,3,5,2,4,4,3,3,2,2,4,3,7,1,2,2,3,0,5,0,2,0,2,5,3,2,8,5,8,4,2,11,2,3,7,4
TARJADO,31,BOEHRINGER                    ,230168,"SPIRIVA RESPIMAT - 2,5MCG SOL INAL FR 4ML+RESPIMAT",7896026302999,4,2,4,1,4,0,1,2,1,3,2,3,6,2,2,1,0,1,2,2,1,3,2,2,2,0,1,1,1,4,1,1,4,1,2,0,1,3,2,1,1,2,0,1,0,1,1,2,1,0,1,1,1,3,0,1,0,1,0,0,2
TARJADO,105,JANSSEN-CILAG                 ,51047,SPORANOX - 100MG CX 4 CAP,7896212410477,0,2,1,2,2,2,0,2,1,0,0,3,0,1,2,2,0,0,2,1,0,2,1,5,0,0,0,0,1,5,2,3,1,2,2,1,1,4,0,2,2,1,2,1,0,0,1,1,0,5,7,4,8,5,4,2,2,1,3,1,1
PSICOTROPICO,4,ACHE                          ,237117,"STABIL - 0,25MG BL X 30 COMP",7896658016479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,170,SERVIER                       ,219385,"STABLON - 12,5 CX 60 DRG+SACHE",7898029557437,3,3,1,3,0,0,1,0,1,0,0,0,0,3,0,1,0,1,0,1,0,2,1,0,2,1,0,1,2,2,4,2,1,2,1,2,1,3,1,4,4,1,1,4,2,1,1,5,4,8,2,2,11,3,5,1,5,3,3,3,1
TARJADO,117,LIBBS                         ,237799,STANGLIT - 15MG X FR 30 COMP,7896094207745,4,1,2,4,1,0,2,0,2,1,1,1,1,1,1,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,117,LIBBS                         ,237800,STANGLIT - 30MG X FR 30 COMP,7896094207769,3,2,3,4,2,1,4,6,5,2,5,5,4,3,1,1,1,3,2,2,2,3,3,3,1,0,0,0,0,0,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,117,LIBBS                         ,232477,STAVIGILE - 100MG CX 30 COMP,7896094207325,1,0,0,0,1,0,0,0,0,2,1,1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,117,LIBBS                         ,228385,STAVIGILE - 200MG CX 30 COMP,7896094207349,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PSICOTROPICO,83,GLAXOSMITHKLINE               ,51276,STELAZINE - 2MG CX 20 COMP,7896015511111,4,4,0,3,3,0,4,0,2,3,0,3,0,3,2,4,0,0,2,0,0,3,0,1,0,0,3,3,0,0,3,2,2,1,1,7,3,0,3,7,3,12,3,0,3,3,0,4,4,3,11,6,5,2,11,4,8,4,3,3,9
PSICOTROPICO,83,GLAXOSMITHKLINE               ,51306,STELAZINE - 5MG CX 20 COMP,7896015511210,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,3,4,2,3,0,0,0,3,0,2,5,2,0,3,6,0,3,0,0,4,10,8,8,9,15,5,10,6,11,0,4,9,4,15,4,3,9,10,5,10,11,5,16
TARJADO,163,BIOLAB SANUS                  ,241772,STELE - 1MG CREME VAG BG 50G+APLIC,7896006213420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,10,12,14,5,14,0,0,0,0,0
TARJADO,163,BIOLAB SANUS                  ,227491,STELE CR VAG 50G BIOL - STELE CR VAG 50G BIOL,7896006219811,3,2,4,2,3,2,4,2,4,1,1,6,3,4,7,9,2,5,6,6,3,7,2,6,2,3,2,10,4,6,3,2,4,9,5,3,5,6,10,10,18,6,7,5,8,3,4,5,5,0,0,0,0,0,0,0,17,12,10,8,9
SEM TARJA,175,STIEFEL                       ,51411,STIEFCORTIL - 1% CREME TB 30G,7896251800321,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,2,1,0,0,0,0,1,1,0,0,1,3,1,1,1,1,1,2
TARJADO,175,STIEFEL                       ,244189,STIEMYCIN - 20MG GEL TB 60G,7896251800345,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,317,ALLERGAN                      ,51560,STILL - SOL OFT FR 5ML,7897316802335,0,0,0,0,0,0,0,0,0,6,1,1,1,0,3,4,0,2,0,1,1,0,0,0,0,0,1,4,4,2,2,4,7,1,4,3,0,3,2,2,0,0,2,0,0,1,1,1,6,0,2,1,2,1,1,0,0,3,3,1,1
PSICOTROPICO,492,SANOFI-AVENTIS                ,205449,STILNOX - 10MG CX 20 COMP,7897595902146,14,9,7,7,9,1,4,7,5,15,9,9,12,9,19,10,6,11,11,13,11,10,5,12,9,25,20,21,21,15,13,16,13,8,12,13,24,26,32,21,15,31,13,30,12,23,20,27,27,39,18,36,35,41,21,35,34,24,27,34,34
PSICOTROPICO,492,SANOFI-AVENTIS                ,232320,"STILNOX CR - 12,5MG CX 20 COMP",7891058006259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PSICOTROPICO,492,SANOFI-AVENTIS                ,232318,"STILNOX CR - 6,25MG CX 20 COMP",7891058006235,7,6,2,2,3,0,3,3,6,1,8,3,9,2,5,0,3,2,5,2,4,0,3,7,10,7,10,9,8,13,7,3,6,8,5,4,9,0,0,2,0,3,0,0,1,2,2,6,0,0,0,0,0,0,0,2,1,0,0,3,0
SEM TARJA,163,BIOLAB SANUS                  ,236767,STIMULEN - GEL 30G,7896112419716,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,532,RECKITT BENCKISER             ,232443,"STREPSILS - 8,75MG CX 8 PAST",7891035010842,15,9,12,12,11,10,22,6,1,1,2,5,4,3,4,8,4,18,14,17,17,5,18,15,7,0,0,2,1,11,12,18,30,13,20,7,8,6,13,15,10,28,16,19,24,13,8,13,2,0,0,0,0,2,5,14,18,19,11,11,17
SEM TARJA,10,WYETH CONSUMER                ,51950,STRESSTABS ZINCO - 600 FR 30 COMP,7891045038690,2,4,3,0,2,1,4,1,3,0,2,2,3,3,5,2,2,3,4,4,2,2,1,1,4,3,2,4,3,2,3,4,2,1,2,5,3,4,6,8,7,6,5,5,3,3,5,1,2,14,15,22,15,8,12,16,13,14,6,5,9
TARJADO,105,JANSSEN-CILAG                 ,51993,STUGERON - 25MG CX 30 COMP,7896212478972,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,2,2,0,1,0,0,1,2,1,0,0,1,2,0,1,0,2,0,1,1,3,0,2,1,1,1,1,1,0,1
TARJADO,105,JANSSEN-CILAG                 ,52019,STUGERON - 75MG CX 30 COMP,7896212479689,1,3,1,2,2,0,2,1,0,0,2,0,3,5,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,0,2,1,1,1,3,2,1,2,1,1,1,1,0,2,2,0,2,3,3,6,4,1,5,3,1,3,2,0,3
TARJADO,136,SIGMA PHARMA                  ,214226,SUCRAFILM - 1G CX 30 COMP,7894916500869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,136,SIGMA PHARMA                  ,214227,SUCRAFILM - 2G X 20 FLAC X 10ML,7894916500746,1,0,0,1,1,1,1,1,1,2,3,1,4,1,0,1,0,0,1,1,1,1,1,2,2,0,0,0,0,2,1,0,0,1,0,1,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,71,FARMASA                       ,226287,SULBAMOX BD - 200+50MG PO FR 15G+DOS,7897322705712,2,0,1,2,3,2,2,4,4,6,2,2,3,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,2,1,1,2,1,1,1,0,2,3,1,0,0,2,2,1,2,0,0,0,0,0,12,2,6,0,2,1,1,1,1
TARJADO,71,FARMASA                       ,226288,SULBAMOX BD - 200+50MG PO FR 60ML + DOSADOR,7897322705729,0,1,0,0,0,0,1,1,0,3,5,5,1,2,0,2,0,1,2,0,0,0,0,1,0,4,1,2,3,0,3,5,3,5,4,2,4,1,0,0,0,1,0,3,3,1,5,2,2,2,4,4,14,2,14,2,2,3,3,1,2
TARJADO,71,FARMASA                       ,226286,SULBAMOX BD - 875+125MG CX 14 COMP,7897322705736,5,0,1,7,3,0,1,5,0,0,1,0,0,0,2,0,0,1,4,0,4,3,0,0,0,5,1,3,4,5,0,0,0,0,0,1,1,2,0,0,0,2,0,3,0,5,8,2,3,2,6,0,8,4,2,4,0,4,1,0,1
GENERICOS,466,EMS GENÉRICO                    ,214691,SULFATO DE NEOMICINA+BACITRACINA ZINCICA - POM BG 15G,7896004715902,4,3,3,3,7,1,1,2,5,4,3,2,4,0,0,3,2,7,7,4,2,3,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,492,SANOFI-AVENTIS                ,53260,SULPAN - 1+25MG CX 20 CAP,7897595902085,8,17,4,10,3,4,12,9,7,6,8,10,15,15,21,8,4,16,22,17,9,12,14,12,4,12,19,22,13,34,23,35,9,20,21,35,26,31,21,39,13,37,25,27,28,31,27,25,21,41,30,21,41,29,24,30,26,23,18,35,40
TARJADO,117,LIBBS                         ,115860,SUMAX - 100MG CX 2 COMP,7896094200340,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,117,LIBBS                         ,211467,SUMAX - 25MG CX 4 COMP,7896094201064,1,0,0,3,1,0,1,2,1,1,1,1,0,6,1,0,1,1,0,0,0,0,1,0,2,4,4,2,1,7,3,2,2,1,1,2,0,2,2,5,8,6,2,5,7,6,3,3,4,3,7,2,2,1,0,4,3,2,1,2,7
TARJADO,117,LIBBS                         ,205531,SUMAX - 50MG CX 2 COMP,7896094200432,8,4,4,9,2,0,2,5,0,0,6,4,6,0,6,1,1,0,0,0,5,5,8,5,10,3,2,4,4,8,1,7,2,10,6,6,0,1,0,0,6,10,1,8,2,6,6,6,8,3,3,3,4,6,1,2,2,1,2,3,5
SEM TARJA,43,GRANADO                       ,216387,SUPOSITORIO DE GLICERINA (FRAÇÃO) - AD 12UN,7896512901392,30,16,36,48,24,6,12,36,14,24,0,0,22,36,24,12,12,24,66,60,30,103,53,78,62,63,76,64,48,14,18,60,24,4,29,24,0,12,36,12,22,39,36,60,61,54,48,44,39,0,0,0,0,0,0,0,0,0,0,24,0
SEM TARJA,148,PFIZER                        ,137430,SUPOSITORIO DE GLICERINA (FRAÇÃO) - CX 24 SUP ADU,7891268117004,0,0,0,0,0,0,3,69,51,55,52,100,78,96,116,162,48,106,0,0,96,0,0,0,0,0,0,24,48,84,108,96,104,88,96,79,143,72,44,84,16,0,0,0,0,0,0,0,0,5,1,5,5,2,66,122,24,30,66,30,120
SEM TARJA,148,PFIZER                        ,137448,SUPOSITORIO DE GLICERINA (FRAÇÃO) - CX 24 SUP INF,7891268117011,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,24,8,7,24,1,64,3,4,0,0,38,34,16,22,44,9,16,3,16,11,10,10,0,0,8,35,7,0,0,38,37,69,10,0,7,10,8,4,22,13,10,4,0,10,13,9
TARJADO,163,BIOLAB SANUS                  ,223061,"SUPRELLE - 1+0,5MG CX 28 COMP REV",7896241265406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,3,2,0,0,0,12,11,4,7,4,4,6,1,3,3,0,1,4,10,9,11,12,7,13,8,8,8,10,8,15,13,11,21,6,13,14,12,14,3,7,11
TARJADO,924,BIOLAB,230757,SUPRELLE 84CPR - SUPRELLE 84CPR,7896112414247,1,2,4,3,2,2,3,0,3,2,2,2,1,3,5,1,2,8,6,3,2,0,3,1,5,0,0,0,0,0,3,0,3,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,163,BIOLAB SANUS                  ,213472,SUPREMA - 2MG CX 28 COMP REV,7896241265543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,1,0,1,1,1,0,1,1,2,1,1,2,1,0,1,1,1,1,1,0,3,1,0,1
TARJADO,209,FARMOQUIMICA                  ,54003,SUSTRATE - CX 50 COMP,7898040323141,6,5,7,8,8,5,10,5,6,6,6,7,6,20,16,12,4,18,16,15,14,13,13,16,7,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,136,SIGMA PHARMA                  ,231910,SUVVIA - 100MG CX 1BL X 4 COMP REV,7894916504874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TARJADO,136,SIGMA PHARMA                  ,231907,SUVVIA - 50MG CX 1BL X 4 COMP REV,7894916507479,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,2,0,1,0,1,1,1,0,1,1,0,0,1,2,0,1,0,1,0,2,2,0,0,1,1,2,0,2,1,1,3,2,2,2,2,1,0,1,2,0,1,2
TARJADO,313,ASTRAZENECA                   ,220282,SYMBICORT - 12+400MCG PO INAL TB 60DOS,7896206402433,9,1,1,1,1,0,5,0,0,2,0,2,1,1,4,2,0,5,1,6,6,2,1,1,1,2,2,2,2,4,1,0,2,2,1,5,1,1,0,2,1,1,2,2,0,4,1,1,2,1,5,3,4,2,3,1,1,1,1,2,1
TARJADO,3,ABBOTT                        ,207019,SYNTHROID - 100MCG CX 30 COMP,7896255716970,6,7,3,9,7,2,5,6,3,3,3,4,3,11,4,9,1,10,9,6,3,8,7,5,5,13,13,11,9,13,11,14,5,11,10,6,7,9,9,17,4,21,14,7,13,10,12,18,10,17,15,14,16,15,10,13,17,10,13,16,12
TARJADO,3,ABBOTT                        ,211627,SYNTHROID - 112MCG CX 30 COMP,7896255700283,1,4,2,6,3,1,1,2,3,2,5,2,1,5,7,7,4,7,1,4,6,4,3,6,4,2,5,10,5,7,9,6,5,3,4,6,7,2,8,5,8,6,6,5,6,4,9,2,5,7,11,6,9,5,8,9,6,6,4,6,7
